Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,LowCI,HighCI,Confidence Interval,Quartile Range,Suppression Flag
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",National Estimate,United States,United States,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,9.8,9.3,10.3,9.3 - 10.3,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,18 - 29 years,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,17.1,15.2,19.2,15.2 - 19.2,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,30 - 39 years,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,15.2,13.5,17.0,13.5 - 17.0,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,40 - 49 years,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,10.9,9.8,12.1,9.8 - 12.1,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,50 - 59 years,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,7.5,6.8,8.2,6.8 - 8.2,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,60 - 69 years,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,5.4,4.6,6.2,4.6 - 6.2,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,70 - 79 years,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,3.2,2.3,4.4,2.3 - 4.4,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,80 years and above,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,3.1,1.5,5.8,1.5 - 5.8,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Sex,United States,Male,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,7.2,6.4,8.1,6.4 - 8.1,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Sex,United States,Female,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,12.2,11.6,12.8,11.6 - 12.8,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,3.3,3.0,3.6,3.0 - 3.6,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,25.4,24.0,27.0,24.0 - 27.0,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,11.3,9.6,13.1,9.6 - 13.1,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,9.3,8.7,9.8,8.7 - 9.8,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,10.2,8.9,11.6,8.9 - 11.6,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,5.9,4.3,7.8,4.3 - 7.8,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,17.2,13.5,21.4,13.5 - 21.4,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,Less than a high school diploma,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,10.9,8.2,14.2,8.2 - 14.2,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,High school diploma or GED,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,7.8,6.8,8.9,6.8 - 8.9,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,Some college/Associate's degree,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,11.7,10.9,12.5,10.9 - 12.5,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,9.7,9.0,10.4,9.0 - 10.4,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Disability status,United States,With disability,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,21.5,19.6,23.4,19.6 - 23.4,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Disability status,United States,Without disability,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,8.1,7.6,8.5,7.6 - 8.5,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alabama,Alabama,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,13.5,8.3,20.4,8.3 - 20.4,10.9-15.0,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alaska,Alaska,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,9.0,6.8,11.7,6.8 - 11.7,8.1-9.0,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Arizona,Arizona,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,8.3,6.3,10.7,6.3 - 10.7,8.1-9.0,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Arkansas,Arkansas,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,7.9,5.8,10.6,5.8 - 10.6,4.4-8.0,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,California,California,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,10.5,8.5,12.6,8.5 - 12.6,9.1-10.8,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Colorado,Colorado,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,12.1,8.9,16.1,8.9 - 16.1,10.9-15.0,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Connecticut,Connecticut,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,6.6,4.5,9.3,4.5 - 9.3,4.4-8.0,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Delaware,Delaware,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,9.0,6.3,12.5,6.3 - 12.5,8.1-9.0,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,District of Columbia,District of Columbia,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,12.9,9.1,17.6,9.1 - 17.6,10.9-15.0,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Florida,Florida,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,10.4,7.6,13.8,7.6 - 13.8,9.1-10.8,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Georgia,Georgia,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,7.9,5.7,10.6,5.7 - 10.6,4.4-8.0,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Hawaii,Hawaii,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,7.1,4.6,10.5,4.6 - 10.5,4.4-8.0,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Idaho,Idaho,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,9.4,6.9,12.5,6.9 - 12.5,9.1-10.8,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Illinois,Illinois,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,12.3,9.4,15.7,9.4 - 15.7,10.9-15.0,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Indiana,Indiana,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,9.7,7.6,12.3,7.6 - 12.3,9.1-10.8,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Iowa,Iowa,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,9.9,7.1,13.3,7.1 - 13.3,9.1-10.8,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Kansas,Kansas,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,9.8,7.0,13.4,7.0 - 13.4,9.1-10.8,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Kentucky,Kentucky,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,8.7,6.0,12.1,6.0 - 12.1,8.1-9.0,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Louisiana,Louisiana,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,8.3,5.3,12.1,5.3 - 12.1,8.1-9.0,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Maine,Maine,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,12.4,8.9,16.7,8.9 - 16.7,10.9-15.0,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Maryland,Maryland,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,7.6,5.8,9.8,5.8 - 9.8,4.4-8.0,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Massachusetts,Massachusetts,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,7.9,6.3,9.8,6.3 - 9.8,4.4-8.0,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Michigan,Michigan,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,7.3,5.3,9.7,5.3 - 9.7,4.4-8.0,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Minnesota,Minnesota,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,11.6,9.2,14.3,9.2 - 14.3,10.9-15.0,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Mississippi,Mississippi,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,9.4,5.5,14.9,5.5 - 14.9,9.1-10.8,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Missouri,Missouri,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,10.0,7.3,13.4,7.3 - 13.4,9.1-10.8,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Montana,Montana,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,7.0,5.1,9.4,5.1 - 9.4,4.4-8.0,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Nebraska,Nebraska,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,8.0,5.3,11.4,5.3 - 11.4,4.4-8.0,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Nevada,Nevada,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,12.2,8.2,17.3,8.2 - 17.3,10.9-15.0,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New Hampshire,New Hampshire,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,10.8,7.6,14.9,7.6 - 14.9,9.1-10.8,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New Jersey,New Jersey,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,9.9,7.4,12.8,7.4 - 12.8,9.1-10.8,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New Mexico,New Mexico,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,9.0,6.5,12.1,6.5 - 12.1,8.1-9.0,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New York,New York,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,8.5,6.4,11.0,6.4 - 11.0,8.1-9.0,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,North Carolina,North Carolina,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,8.8,6.4,11.7,6.4 - 11.7,8.1-9.0,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,North Dakota,North Dakota,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,9.7,6.0,14.6,6.0 - 14.6,9.1-10.8,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Ohio,Ohio,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,8.3,5.6,11.7,5.6 - 11.7,8.1-9.0,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Oklahoma,Oklahoma,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,9.5,6.8,12.9,6.8 - 12.9,9.1-10.8,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Oregon,Oregon,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,15.0,12.5,17.8,12.5 - 17.8,10.9-15.0,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,8.5,6.1,11.4,6.1 - 11.4,8.1-9.0,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Rhode Island,Rhode Island,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,4.4,2.8,6.5,2.8 - 6.5,4.4-8.0,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Carolina,South Carolina,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,11.6,7.7,16.6,7.7 - 16.6,10.9-15.0,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Dakota,South Dakota,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,8.0,5.3,11.6,5.3 - 11.6,4.4-8.0,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Tennessee,Tennessee,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,7.6,5.7,9.9,5.7 - 9.9,4.4-8.0,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Texas,Texas,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,12.1,9.3,15.3,9.3 - 15.3,10.9-15.0,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Utah,Utah,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,12.7,10.3,15.5,10.3 - 15.5,10.9-15.0,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Vermont,Vermont,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,,,,,Estimate not reliable.,1.0
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Virginia,Virginia,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,8.0,6.0,10.4,6.0 - 10.4,4.4-8.0,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Washington,Washington,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,12.3,9.7,15.2,9.7 - 15.2,10.9-15.0,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,West Virginia,West Virginia,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,8.5,5.5,12.4,5.5 - 12.4,8.1-9.0,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Wisconsin,Wisconsin,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,7.8,5.7,10.4,5.7 - 10.4,4.4-8.0,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Wyoming,Wyoming,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,,,,,Estimate not reliable.,1.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",National Estimate,United States,United States,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,21.0,20.3,21.7,20.3 - 21.7,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,18 - 29 years,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,20.7,18.6,23.0,18.6 - 23.0,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,30 - 39 years,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,22.0,20.6,23.5,20.6 - 23.5,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,40 - 49 years,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,22.0,20.5,23.6,20.5 - 23.6,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,50 - 59 years,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,21.8,20.4,23.2,20.4 - 23.2,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,60 - 69 years,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,20.8,19.5,22.2,19.5 - 22.2,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,70 - 79 years,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,19.3,17.7,21.1,17.7 - 21.1,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,80 years and above,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,12.6,9.9,15.7,9.9 - 15.7,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sex,United States,Male,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,15.7,14.9,16.6,14.9 - 16.6,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sex,United States,Female,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,25.9,25.0,26.8,25.0 - 26.8,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,14.1,13.4,14.8,13.4 - 14.8,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,36.8,35.1,38.5,35.1 - 38.5,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,15.5,13.4,17.7,13.4 - 17.7,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,23.6,22.8,24.4,22.8 - 24.4,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,16.6,14.6,18.7,14.6 - 18.7,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,10.7,8.9,12.7,8.9 - 12.7,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,25.2,22.0,28.6,22.0 - 28.6,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Less than a high school diploma,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,14.2,11.0,18.0,11.0 - 18.0,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,High school diploma or GED,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,19.5,18.1,20.9,18.1 - 20.9,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Some college/Associate's degree,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,24.4,23.5,25.4,23.5 - 25.4,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,20.6,19.9,21.4,19.9 - 21.4,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Disability status,United States,With disability,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,44.1,41.7,46.6,41.7 - 46.6,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Disability status,United States,Without disability,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,17.5,16.9,18.2,16.9 - 18.2,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alabama,Alabama,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,22.2,18.1,26.7,18.1 - 26.7,22.2-24.9,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alaska,Alaska,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,18.6,15.4,22.1,15.4 - 22.1,14.4-20.5,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Arizona,Arizona,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,19.3,15.8,23.2,15.8 - 23.2,14.4-20.5,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Arkansas,Arkansas,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,25.7,19.0,33.4,19.0 - 33.4,25.0-29.2,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,California,California,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,16.3,14.5,18.2,14.5 - 18.2,14.4-20.5,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Colorado,Colorado,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,20.0,17.2,22.9,17.2 - 22.9,14.4-20.5,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Connecticut,Connecticut,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,20.8,16.7,25.5,16.7 - 25.5,20.6-22.1,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Delaware,Delaware,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,21.8,16.1,28.3,16.1 - 28.3,20.6-22.1,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,District of Columbia,District of Columbia,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,25.1,17.9,33.5,17.9 - 33.5,25.0-29.2,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Florida,Florida,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,19.6,16.0,23.7,16.0 - 23.7,14.4-20.5,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Georgia,Georgia,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,20.5,17.8,23.5,17.8 - 23.5,14.4-20.5,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Hawaii,Hawaii,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,14.4,11.4,17.8,11.4 - 17.8,14.4-20.5,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Idaho,Idaho,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,26.3,22.5,30.5,22.5 - 30.5,25.0-29.2,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Illinois,Illinois,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,21.6,18.4,25.1,18.4 - 25.1,20.6-22.1,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Indiana,Indiana,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,27.6,24.2,31.2,24.2 - 31.2,25.0-29.2,
