Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI
Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,23.7,22.6,24.8
Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,19.3,18.1,20.6
Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,15.4,13.9,17.0
Symptoms of Depressive Disorder,By Age,United States,80 years and above,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,18.0,12.6,24.6
Symptoms of Depressive Disorder,By Sex,United States,Male,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,24.2,23.2,25.3
Symptoms of Depressive Disorder,By Sex,United States,Female,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,28.4,27.6,29.2
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,28.2,25.9,30.7
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,25.3,24.8,25.9
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,28.7,26.3,31.3
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,21.7,18.7,25.0
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,35.8,32.3,39.4
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,34.1,30.6,37.7
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,28.0,26.6,29.4
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,29.9,28.6,31.2
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,19.8,19.1,20.5
Symptoms of Depressive Disorder,By State,Alabama,Alabama,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,29.0,23.2,35.4
Symptoms of Depressive Disorder,By State,Alaska,Alaska,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,24.5,21.7,27.5
Symptoms of Depressive Disorder,By State,Arizona,Arizona,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,29.3,25.5,33.3
Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,35.0,29.3,41.0
Symptoms of Depressive Disorder,By State,California,California,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,28.5,26.0,31.1
Symptoms of Depressive Disorder,By State,Colorado,Colorado,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,27.0,23.0,31.3
Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,21.6,18.0,25.7
Symptoms of Depressive Disorder,By State,Delaware,Delaware,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,20.8,16.6,25.6
Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,25.9,21.0,31.3
Symptoms of Depressive Disorder,By State,Florida,Florida,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,28.1,24.4,32.0
Symptoms of Depressive Disorder,By State,Georgia,Georgia,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,24.6,20.4,29.0
Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,22.3,16.3,29.3
Symptoms of Depressive Disorder,By State,Idaho,Idaho,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,21.6,18.3,25.2
Symptoms of Depressive Disorder,By State,Illinois,Illinois,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,27.5,24.1,31.1
Symptoms of Depressive Disorder,By State,Indiana,Indiana,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,24.9,21.2,29.0
Symptoms of Depressive Disorder,By State,Iowa,Iowa,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,24.5,20.1,29.2
Symptoms of Depressive Disorder,By State,Kansas,Kansas,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,27.2,22.7,32.0
Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,30.5,26.4,34.9
Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,31.9,26.5,37.7
Symptoms of Depressive Disorder,By State,Maine,Maine,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,28.3,22.0,35.2
Symptoms of Depressive Disorder,By State,Maryland,Maryland,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,24.3,21.0,27.9
Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,24.1,20.4,28.1
Symptoms of Depressive Disorder,By State,Michigan,Michigan,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,24.7,21.4,28.2
Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,23.1,19.5,27.0
Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,32.1,25.9,38.8
Symptoms of Depressive Disorder,By State,Missouri,Missouri,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,26.2,22.0,30.6
Symptoms of Depressive Disorder,By State,Montana,Montana,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,21.5,16.6,27.1
Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,22.9,19.1,27.2
Symptoms of Depressive Disorder,By State,Nevada,Nevada,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,25.4,20.9,30.3
Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,21.7,18.6,25.0
Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,24.9,21.4,28.6
Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,27.6,23.7,31.7
Symptoms of Depressive Disorder,By State,New York,New York,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,24.7,20.9,28.7
Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,22.2,18.6,26.1
Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,20.0,15.1,25.7
Symptoms of Depressive Disorder,By State,Ohio,Ohio,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,30.6,26.3,35.1
Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,27.7,22.9,32.8
Symptoms of Depressive Disorder,By State,Oregon,Oregon,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,31.3,28.6,34.1
Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,28.9,25.1,33.0
Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,24.1,19.3,29.5
Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,21.1,17.3,25.4
Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,15.9,12.3,19.9
Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,24.6,20.4,29.2
Symptoms of Depressive Disorder,By State,Texas,Texas,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,25.1,22.3,28.0
Symptoms of Depressive Disorder,By State,Utah,Utah,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,24.0,20.8,27.5
Symptoms of Depressive Disorder,By State,Vermont,Vermont,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,20.1,15.5,25.2
Symptoms of Depressive Disorder,By State,Virginia,Virginia,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,25.1,21.6,28.8
Symptoms of Depressive Disorder,By State,Washington,Washington,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,26.6,23.4,29.9
Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,31.1,25.6,37.0
Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,22.2,18.4,26.3
Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,26.4,22.1,31.0
Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,31.4,30.7,32.2
Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,43.7,40.9,46.5
Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,38.4,36.6,40.3
Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,33.2,31.7,34.7
Symptoms of Anxiety Disorder,By Age,United States,50 - 59 years,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,30.5,29.0,31.9
Symptoms of Anxiety Disorder,By Age,United States,60 - 69 years,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,23.2,22.0,24.5
Symptoms of Anxiety Disorder,By Age,United States,70 - 79 years,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,17.2,15.4,19.0
Symptoms of Anxiety Disorder,By Age,United States,80 years and above,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,19.7,14.3,26.1
Symptoms of Anxiety Disorder,By Sex,United States,Male,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,27.5,26.4,28.6
Symptoms of Anxiety Disorder,By Sex,United States,Female,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,35.1,34.1,36.1
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,33.9,31.3,36.5
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,30.8,30.1,31.6
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,31.4,28.7,34.2
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,23.0,19.6,26.5
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,42.8,39.4,46.2
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,35.8,31.7,40.0
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,30.4,28.8,32.1
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,34.9,33.8,36.0
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,28.0,27.3,28.7
Symptoms of Anxiety Disorder,By State,Alabama,Alabama,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,33.1,27.0,39.5
Symptoms of Anxiety Disorder,By State,Alaska,Alaska,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,32.2,28.3,36.3
Symptoms of Anxiety Disorder,By State,Arizona,Arizona,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,31.7,28.4,35.2
Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,39.2,33.1,45.5
Symptoms of Anxiety Disorder,By State,California,California,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,33.0,30.4,35.8
Symptoms of Anxiety Disorder,By State,Colorado,Colorado,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,37.1,32.7,41.6
Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,27.9,23.9,32.3
Symptoms of Anxiety Disorder,By State,Delaware,Delaware,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,28.4,22.7,34.6
Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,35.3,29.1,41.8
Symptoms of Anxiety Disorder,By State,Florida,Florida,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,32.7,29.5,36.0
Symptoms of Anxiety Disorder,By State,Georgia,Georgia,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,27.1,23.2,31.4
Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,26.8,19.8,34.8
Symptoms of Anxiety Disorder,By State,Idaho,Idaho,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,30.9,27.1,34.9
Symptoms of Anxiety Disorder,By State,Illinois,Illinois,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,30.0,26.3,33.9
Symptoms of Anxiety Disorder,By State,Indiana,Indiana,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,29.2,25.9,32.7
Symptoms of Anxiety Disorder,By State,Iowa,Iowa,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,27.2,23.2,31.6
Symptoms of Anxiety Disorder,By State,Kansas,Kansas,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,29.4,25.2,33.9
Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,33.4,28.8,38.3
Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,35.7,29.8,41.9
Symptoms of Anxiety Disorder,By State,Maine,Maine,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,37.4,30.6,44.5
Symptoms of Anxiety Disorder,By State,Maryland,Maryland,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,31.5,27.6,35.7
Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,29.5,25.8,33.4
Symptoms of Anxiety Disorder,By State,Michigan,Michigan,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,31.9,27.6,36.4
Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,26.8,22.7,31.1
Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,29.5,23.5,36.0
Symptoms of Anxiety Disorder,By State,Missouri,Missouri,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,33.3,29.1,37.8
Symptoms of Anxiety Disorder,By State,Montana,Montana,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,26.7,22.1,31.8
Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,27.2,23.1,31.6
Symptoms of Anxiety Disorder,By State,Nevada,Nevada,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,29.5,25.1,34.3
Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,31.6,26.0,37.7
Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,31.5,27.7,35.5
Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,35.0,30.8,39.3
Symptoms of Anxiety Disorder,By State,New York,New York,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,31.4,27.2,35.9
Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,30.1,25.4,35.2
Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,23.3,18.0,29.3
Symptoms of Anxiety Disorder,By State,Ohio,Ohio,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,33.7,28.5,39.2
Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,32.5,27.7,37.5
Symptoms of Anxiety Disorder,By State,Oregon,Oregon,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,36.2,32.8,39.7
Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,33.1,29.2,37.3
Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,34.4,29.3,39.7
Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,26.2,22.3,30.5
Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,21.1,17.0,25.7
Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,30.4,26.3,34.7
Symptoms of Anxiety Disorder,By State,Texas,Texas,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,30.8,28.0,33.7
Symptoms of Anxiety Disorder,By State,Utah,Utah,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,27.1,23.8,30.6
Symptoms of Anxiety Disorder,By State,Vermont,Vermont,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,30.7,24.8,37.1
Symptoms of Anxiety Disorder,By State,Virginia,Virginia,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,28.6,25.1,32.4
Symptoms of Anxiety Disorder,By State,Washington,Washington,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,32.5,29.4,35.7
Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,40.6,34.3,47.2
Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,26.5,22.6,30.7
Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,31.9,27.5,36.6
Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,36.9,36.2,37.7
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,53.1,50.4,55.8
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,44.1,42.2,46.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,37.8,36.4,39.2
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,34.7,33.2,36.1
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,28.0,26.5,29.4
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,21.7,19.9,23.6
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,23.5,18.2,29.5
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Male,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,33.1,32.0,34.3
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Female,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,40.5,39.6,41.4
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,39.6,37.3,42.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,35.9,35.2,36.7
