Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,LowCI,HighCI,Year
Needed Counseling or Therapy But Did Not Get It,By State,Alabama,Alabama,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,8.7,5.5,12.9,2021
Needed Counseling or Therapy But Did Not Get It,By State,Alaska,Alaska,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,9.5,7.2,12.3,2021
Needed Counseling or Therapy But Did Not Get It,By State,Arizona,Arizona,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,11.6,8.4,15.6,2021
Needed Counseling or Therapy But Did Not Get It,By State,Arkansas,Arkansas,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,7.9,5.1,11.6,2021
Needed Counseling or Therapy But Did Not Get It,By State,California,California,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,10.7,9.0,12.5,2021
Needed Counseling or Therapy But Did Not Get It,By State,Colorado,Colorado,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,13.2,10.3,16.5,2021
Needed Counseling or Therapy But Did Not Get It,By State,Connecticut,Connecticut,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,11.2,8.3,14.6,2021
Needed Counseling or Therapy But Did Not Get It,By State,Delaware,Delaware,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,5.5,3.1,9.1,2021
Needed Counseling or Therapy But Did Not Get It,By State,District of Columbia,District of Columbia,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,10.4,6.7,15.2,2021
Needed Counseling or Therapy But Did Not Get It,By State,Florida,Florida,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,9.9,7.4,12.8,2021
Needed Counseling or Therapy But Did Not Get It,By State,Georgia,Georgia,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,8.5,6.0,11.5,2021
Needed Counseling or Therapy But Did Not Get It,By State,Hawaii,Hawaii,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,7.4,4.8,10.7,2021
Needed Counseling or Therapy But Did Not Get It,By State,Idaho,Idaho,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,12.2,7.4,18.5,2021
Needed Counseling or Therapy But Did Not Get It,By State,Illinois,Illinois,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,9.7,8.0,11.6,2021
Needed Counseling or Therapy But Did Not Get It,By State,Indiana,Indiana,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,8.1,5.0,12.3,2021
Needed Counseling or Therapy But Did Not Get It,By State,Iowa,Iowa,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,6.7,4.7,9.3,2021
Needed Counseling or Therapy But Did Not Get It,By State,Kansas,Kansas,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,11.0,8.4,14.1,2021
Needed Counseling or Therapy But Did Not Get It,By State,Kentucky,Kentucky,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,10.9,5.5,18.9,2021
Needed Counseling or Therapy But Did Not Get It,By State,Louisiana,Louisiana,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,13.1,8.7,18.7,2021
Needed Counseling or Therapy But Did Not Get It,By State,Maine,Maine,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,6.9,4.5,10.1,2021
Needed Counseling or Therapy But Did Not Get It,By State,Maryland,Maryland,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,10.5,8.2,13.2,2021
Needed Counseling or Therapy But Did Not Get It,By State,Massachusetts,Massachusetts,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,9.2,7.0,11.7,2021
Needed Counseling or Therapy But Did Not Get It,By State,Michigan,Michigan,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,10.2,7.8,12.9,2021
Needed Counseling or Therapy But Did Not Get It,By State,Minnesota,Minnesota,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,8.0,5.7,10.7,2021
Needed Counseling or Therapy But Did Not Get It,By State,Mississippi,Mississippi,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,9.2,5.5,14.2,2021
Needed Counseling or Therapy But Did Not Get It,By State,Missouri,Missouri,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,10.0,7.6,12.8,2021
Needed Counseling or Therapy But Did Not Get It,By State,Montana,Montana,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,10.9,7.8,14.7,2021
Needed Counseling or Therapy But Did Not Get It,By State,Nebraska,Nebraska,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,7.8,5.1,11.4,2021
Needed Counseling or Therapy But Did Not Get It,By State,Nevada,Nevada,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,9.8,7.2,13.0,2021
Needed Counseling or Therapy But Did Not Get It,By State,New Hampshire,New Hampshire,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,9.1,7.0,11.5,2021
Needed Counseling or Therapy But Did Not Get It,By State,New Jersey,New Jersey,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,7.3,5.6,9.3,2021
Needed Counseling or Therapy But Did Not Get It,By State,New Mexico,New Mexico,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,8.4,6.1,11.3,2021
Needed Counseling or Therapy But Did Not Get It,By State,New York,New York,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,11.8,8.8,15.3,2021
Needed Counseling or Therapy But Did Not Get It,By State,North Carolina,North Carolina,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,10.0,7.5,13.0,2021
Needed Counseling or Therapy But Did Not Get It,By State,North Dakota,North Dakota,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,8.0,4.7,12.5,2021
Needed Counseling or Therapy But Did Not Get It,By State,Ohio,Ohio,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,8.1,6.1,10.6,2021
Needed Counseling or Therapy But Did Not Get It,By State,Oklahoma,Oklahoma,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,9.1,6.8,12.0,2021
Needed Counseling or Therapy But Did Not Get It,By State,Oregon,Oregon,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,11.6,9.1,14.4,2021
Needed Counseling or Therapy But Did Not Get It,By State,Pennsylvania,Pennsylvania,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,8.8,6.8,11.1,2021
Needed Counseling or Therapy But Did Not Get It,By State,Rhode Island,Rhode Island,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,9.3,5.4,14.8,2021
Needed Counseling or Therapy But Did Not Get It,By State,South Carolina,South Carolina,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,8.4,4.7,13.6,2021
Needed Counseling or Therapy But Did Not Get It,By State,South Dakota,South Dakota,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,12.8,8.1,18.7,2021
Needed Counseling or Therapy But Did Not Get It,By State,Tennessee,Tennessee,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,9.9,7.2,13.3,2021
Needed Counseling or Therapy But Did Not Get It,By State,Texas,Texas,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,10.0,8.3,11.9,2021
Needed Counseling or Therapy But Did Not Get It,By State,Utah,Utah,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,10.8,8.8,13.1,2021
Needed Counseling or Therapy But Did Not Get It,By State,Vermont,Vermont,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,14.7,10.8,19.5,2021
Needed Counseling or Therapy But Did Not Get It,By State,Virginia,Virginia,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,8.6,6.5,11.2,2021
Needed Counseling or Therapy But Did Not Get It,By State,Washington,Washington,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,11.7,9.5,14.2,2021
Needed Counseling or Therapy But Did Not Get It,By State,West Virginia,West Virginia,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,13.3,9.5,17.8,2021
Needed Counseling or Therapy But Did Not Get It,By State,Wisconsin,Wisconsin,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,7.9,5.6,10.8,2021
Needed Counseling or Therapy But Did Not Get It,By State,Wyoming,Wyoming,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,6.9,4.7,9.6,2021
Took Prescription Medication for Mental Health,National Estimate,United States,United States,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,21.4,20.8,22.1,2021
Took Prescription Medication for Mental Health,By Age,United States,18 - 29 years,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,21.0,18.9,23.3,2021
Took Prescription Medication for Mental Health,By Age,United States,30 - 39 years,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,22.2,20.8,23.7,2021
Took Prescription Medication for Mental Health,By Age,United States,40 - 49 years,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,22.9,21.6,24.1,2021
Took Prescription Medication for Mental Health,By Age,United States,50 - 59 years,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,22.7,21.4,24.1,2021
Took Prescription Medication for Mental Health,By Age,United States,60 - 69 years,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,21.3,19.9,22.7,2021
Took Prescription Medication for Mental Health,By Age,United States,70 - 79 years,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,18.5,16.8,20.2,2021
Took Prescription Medication for Mental Health,By Age,United States,80 years and above,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,14.3,11.4,17.5,2021
Took Prescription Medication for Mental Health,By Sex,United States,Male,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,16.5,15.6,17.3,2021
Took Prescription Medication for Mental Health,By Sex,United States,Female,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,25.9,25.0,26.9,2021
Took Prescription Medication for Mental Health,By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,14.4,13.7,15.0,2021
Took Prescription Medication for Mental Health,By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,37.4,36.2,38.7,2021
Took Prescription Medication for Mental Health,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,15.5,14.0,17.1,2021
Took Prescription Medication for Mental Health,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,24.1,23.2,25.0,2021
Took Prescription Medication for Mental Health,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,16.5,14.4,18.8,2021
Took Prescription Medication for Mental Health,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,11.2,9.0,13.8,2021
Took Prescription Medication for Mental Health,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,26.1,22.4,29.9,2021
Took Prescription Medication for Mental Health,By Education,United States,Less than a high school diploma,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,20.6,17.2,24.3,2021
Took Prescription Medication for Mental Health,By Education,United States,High school diploma or GED,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,19.9,18.7,21.2,2021
Took Prescription Medication for Mental Health,By Education,United States,Some college/Associate's degree,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,24.4,23.5,25.3,2021
Took Prescription Medication for Mental Health,By Education,United States,Bachelor's degree or higher,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,20.2,19.5,20.9,2021
Took Prescription Medication for Mental Health,By Disability status,United States,With disability,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,45.7,43.7,47.6,2021
Took Prescription Medication for Mental Health,By Disability status,United States,Without disability,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,17.8,17.1,18.4,2021
Took Prescription Medication for Mental Health,By State,Alabama,Alabama,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,25.9,21.4,30.9,2021
Took Prescription Medication for Mental Health,By State,Alaska,Alaska,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,19.9,16.1,24.1,2021
Took Prescription Medication for Mental Health,By State,Arizona,Arizona,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,19.0,16.7,21.5,2021
Took Prescription Medication for Mental Health,By State,Arkansas,Arkansas,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,27.4,21.7,33.7,2021
Took Prescription Medication for Mental Health,By State,California,California,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,16.4,14.6,18.4,2021
Took Prescription Medication for Mental Health,By State,Colorado,Colorado,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,21.6,18.4,25.0,2021
Took Prescription Medication for Mental Health,By State,Connecticut,Connecticut,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,20.1,16.7,23.8,2021
Took Prescription Medication for Mental Health,By State,Delaware,Delaware,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,24.7,19.6,30.4,2021
Took Prescription Medication for Mental Health,By State,District of Columbia,District of Columbia,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,20.1,14.5,26.8,2021
Took Prescription Medication for Mental Health,By State,Florida,Florida,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,20.1,17.9,22.5,2021
Took Prescription Medication for Mental Health,By State,Georgia,Georgia,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,21.7,17.9,25.8,2021
Took Prescription Medication for Mental Health,By State,Hawaii,Hawaii,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,15.4,11.4,20.2,2021
Took Prescription Medication for Mental Health,By State,Idaho,Idaho,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,23.0,20.0,26.2,2021
Took Prescription Medication for Mental Health,By State,Illinois,Illinois,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,21.5,17.7,25.6,2021
Took Prescription Medication for Mental Health,By State,Indiana,Indiana,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,23.9,20.4,27.8,2021
Took Prescription Medication for Mental Health,By State,Iowa,Iowa,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,22.7,19.1,26.6,2021
Took Prescription Medication for Mental Health,By State,Kansas,Kansas,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,21.8,18.2,25.8,2021
Took Prescription Medication for Mental Health,By State,Kentucky,Kentucky,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,28.9,23.4,34.9,2021
Took Prescription Medication for Mental Health,By State,Louisiana,Louisiana,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,27.5,22.4,33.0,2021
Took Prescription Medication for Mental Health,By State,Maine,Maine,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,25.1,20.2,30.5,2021
Took Prescription Medication for Mental Health,By State,Maryland,Maryland,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,22.7,19.7,26.0,2021
Took Prescription Medication for Mental Health,By State,Massachusetts,Massachusetts,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,23.1,20.2,26.3,2021
Took Prescription Medication for Mental Health,By State,Michigan,Michigan,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,24.2,21.1,27.4,2021
Took Prescription Medication for Mental Health,By State,Minnesota,Minnesota,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,19.0,16.0,22.2,2021
Took Prescription Medication for Mental Health,By State,Mississippi,Mississippi,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,23.9,19.4,28.8,2021
Took Prescription Medication for Mental Health,By State,Missouri,Missouri,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,25.6,22.2,29.3,2021
Took Prescription Medication for Mental Health,By State,Montana,Montana,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,22.1,17.1,27.7,2021
Took Prescription Medication for Mental Health,By State,Nebraska,Nebraska,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,22.7,19.3,26.5,2021
Took Prescription Medication for Mental Health,By State,Nevada,Nevada,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,16.4,13.2,20.0,2021
Took Prescription Medication for Mental Health,By State,New Hampshire,New Hampshire,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,24.6,21.4,28.1,2021
Took Prescription Medication for Mental Health,By State,New Jersey,New Jersey,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,16.5,14.2,19.0,2021
Took Prescription Medication for Mental Health,By State,New Mexico,New Mexico,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,19.8,16.9,22.9,2021
Took Prescription Medication for Mental Health,By State,New York,New York,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,18.7,15.1,22.8,2021
Took Prescription Medication for Mental Health,By State,North Carolina,North Carolina,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,21.0,17.5,25.0,2021
Took Prescription Medication for Mental Health,By State,North Dakota,North Dakota,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,23.1,19.1,27.4,2021
Took Prescription Medication for Mental Health,By State,Ohio,Ohio,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,24.9,20.4,29.9,2021
Took Prescription Medication for Mental Health,By State,Oklahoma,Oklahoma,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,25.3,21.8,29.1,2021
Took Prescription Medication for Mental Health,By State,Oregon,Oregon,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,22.8,20.0,25.7,2021
Took Prescription Medication for Mental Health,By State,Pennsylvania,Pennsylvania,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,24.6,21.4,27.9,2021
